Property_Name,Location,Region,Property_Age,Availability,Area_Type,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh,USD
Unnamed Property,Juhu Mumbai South West Mumbai,Juhu Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2800,35714,7,4,4,1000,1176470.588
Kalpataru Solitaire ,Juhu Mumbai South West Mumbai,Juhu Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,3000,46000,6,3,5,1380,1623529.412
Kalpataru Solitaire ,Juhu Mumbai South West Mumbai,Juhu Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2800,46428,5,3,3,1300,1529411.765
Unnamed Property,Juhu Mumbai South West Mumbai,Juhu Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1900,42105,13,3,3,800,941176.4706
Nahar Jonquille and Jamaica ,Powai Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050,17809,8,2,2,187,220000
New Satara CHS ,3rd Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1050,9333,3,2,2,98,115294.1176
Unnamed Property,Koparkhairane Sector 15 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1100,10000,1,2,2,110,129411.7647
RNA NG Grand Plaza ,Sector 11 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1650,16666,18,3,3,275,323529.4118
RNA NG Grand Plaza ,Sector 11 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1200,14166,10,2,2,170,200000
Satyam Harmony ,Sector 9 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1100,13636,17,2,2,150,176470.5882
Satyam Harmony ,Sector 9 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1400,13214,17,3,2,185,217647.0588
Bhoomi Gardenia 2 ,Sector 20 Roadpali Navi Mumbai Kalamboli Navi Mumbai Mumbai,Kalamboli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1130,7433,10,2,2,84,98823.52941
Vicky Apartment ,Prabhadevi South Mumbai Mumbai,South Mumbai,10+ Year,Ready To Move,Built Up Area,2064,42393,2,4,4,875,1029411.765
Bhumiraj Hermitage ,2501 Palm Beach Navi Mumbai Mumbai,Palm Beach Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1693,25103,25,3,3,425,500000
Baba Pearl Heights ,Sector 20 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1275,6156,2,2,2,78.5,92352.94118
Unnamed Property,B601 Dadabhai Cross Road 1 Near Bhavans College Andheri West Mumbai 400058 Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Super Built Up Area,1100,19090,6,2,3,210,247058.8235
L and T Emerald Isle ,Powai Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,650.95,27960,12,2,2,182,214117.6471
Rustomjee Avenue L1 L2 and L4 ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,553,7866,8,2,2,43.5,51176.47059
Right Grishma Heights ,Kandivali West Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,704,29119,8,2,2,205,241176.4706
Right Grishma Heights ,Kandivali West Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Carpet Area,850,30065,17,3,3,256,301176.4706
Ekta Parksville ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,373,7640,6,1,1,28.5,33529.41176
Unnamed Property,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,10+ Year,Ready To Move,Carpet Area,700,10000,3,2,2,70,82352.94118
Royce Vaibhavi City ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Carpet Area,650,6923,3,2,1,45,52941.17647
Sai Satyam Residency ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Carpet Area,435,8275,2,1,1,36,42352.94118
Raunak City 3 ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,5 to 10 Year,Ready To Move,Carpet Area,364,9890,6,1,1,36,42352.94118
Piramal Nagar CHS ,C 01 Goregaon West Mumbai,Goregaon Mumbai,10+ Year,Ready To Move,Super Built Up Area,905,30000,1,2,2,195,229411.7647
Unnamed Property,B Wing Oxford 202 Manpada Thane Mumbai,Manpada Thane,10+ Year,Ready To Move,Carpet Area,500,16400,2,1,2,82,96470.58824
Gajora Kalpavruksha Valley ,Sector 23 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,740,5135,1,1,2,38,44705.88235
Sai Kaveesha ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,418,8851,5,1,1,37,43529.41176
Sai Kaveesha ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,418,9569,2,1,1,40,47058.82353
Royal Galaxy ,Taloja Panchanand Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,685,4817,4,1,1,33,38823.52941
Royal Galaxy ,Taloja Panchanand Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,460,5217,3,1,1,24,28235.29412
Unnamed Property,Taloja Panchanand Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,710,6338,7,1,1,45,52941.17647
Kabra Centroid ,Kalina Mumbai South West Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1250,18400,8,2,2,230,270588.2353
Juhi Residency ,Sector 5 Kamothe Sector 5 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1333,7501,9,2,2,100,117647.0588
Unnamed Property,Sector 20 Kamothe Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,650,7076,3,1,1,46,54117.64706
VUB Veermaa Paradise ,Sector 20 Kamothe Sector 20 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,680,9705,11,1,1,66,77647.05882
Unnamed Property,Sector 22 Kamothe Sector22 kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1000,7500,2,2,2,75,88235.29412
Omkar Meridia ,kurla west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,454,24229,8,1,1,110,129411.7647
Unnamed Property,IC Colony Mumbai,Borivali Mumbai,10+ Year,Ready To Move,Carpet Area,634,22082,3,2,2,140,164705.8824
Paradise Sai World City ,Xxxx Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1300,10000,12,2,2,130,152941.1765
Tejas Heights ,Xxx Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1154,10745,13,2,2,124,145882.3529
Ganraj Eknath Residency ,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Built Up Area,490,5293,1,1,1,25.9,30470.58824
Runwal Forests ,3502 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1528,19306,43,3,2,295,347058.8235
Runwal Forests ,4504 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1729,17061,47,3,3,295,347058.8235
Runwal Forests ,2501 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1729,17351,35,3,2,300,352941.1765
Aadi Allure ,302 Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,665,23308,3,2,2,155,182352.9412
Aadi Allure ,1201 Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,730,23972,12,2,2,175,205882.3529
Lake Primrose ,1010 Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1500,22000,10,3,3,330,388235.2941
Shraddha Autumn Park ,901 Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,375,25333,9,1,2,95,111764.7059
Vijay Garden ,kavesar Thane Mumbai,Kavesar Thane,10+ Year,Ready To Move,Super Built Up Area,650,8923,7,1,1,58,68235.29412
Ekta Parksville ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,664,6250,10,2,2,41.5,48823.52941
Godrej Tranquil ,Kandivali East Mumbai,Kandivali Mumbai,Under Construction,Under Construction,Carpet Area,438,23972,5,1,2,105,123529.4118
Unnamed Property,Acme Oasis Lokhandwala Township Kandivali East Kandivali East Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1250,17600,16,3,3,220,258823.5294
Deep Auralis The Twins ,Teen Hath Naka Thane Mumbai,Teen-Hath-Naka Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1999,15007,4,4,4,300,352941.1765
Hiranandani Northside ,Hiranandani Meadows Thane Mumbai,Thane,10+ Year,Ready To Move,Built Up Area,1780,19157,8,3,3,341,401176.4706
Runwal Forests ,Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1080,27777,35,3,3,300,352941.1765
Jewel Heights ,403 Badlapur West Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Carpet Area,590,6101,4,2,2,36,42352.94118
Jewel Heights ,305 Badlapur West Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Carpet Area,560,6250,3,2,2,35,41176.47059
Jewel Heights ,401 Badlapur West Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Carpet Area,490,5000,4,1,1,24.5,28823.52941
Jewel Heights ,202 Badlapur West Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Carpet Area,480,4791,2,1,1,23,27058.82353
Adhiraj Zinnia ,1402 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1600,13125,15,3,3,210,247058.8235
Indraprastha CHS ,Sion East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1300,38461,3,3,3,500,588235.2941
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,447,8892,23,1,1,39.8,46823.52941
Unnamed Property,1700 Anand Nagar Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1500,12142,19,3,3,170,200000
Satyam Harmony ,Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1205,16182,17,3,2,195,229411.7647
Unnamed Property,Kalyan East Mumbai Beyond Thane Mumbai,Kalyan Thane,5 to 10 Year,Ready To Move,Super Built Up Area,690,4057,1,1,1,28,32941.17647
Unnamed Property,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1100,10000,2,2,2,110,129411.7647
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1299,14241,12,2,2,185,217647.0588
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1427,19271,9,3,3,275,323529.4118
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1427,13314,20,2,2,190,223529.4118
Juhi Serenity ,1806 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1200,14583,18,2,2,175,205882.3529
Unnamed Property,304 Gaovdevi Maidan Thane West Thane Mumbai,Thane,10+ Year,Ready To Move,Super Built Up Area,620,14516,3,1,1,90,105882.3529
Kanakia Paris ,1001 Bandra Kurla Complex Mumbai South West Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1034,33849,10,3,2,350,411764.7059
Unnamed Property,401 Naupada Thane Mumbai,Naupada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1500,15333,4,3,3,230,270588.2353
Dosti West County ,2 Bhk Hill Facing Flat Available Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Built Up Area,800,14000,15,2,2,112,131764.7059
Unnamed Property,302 Naupada Thane Mumbai,Naupada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000,16500,3,2,2,165,194117.6471
Unnamed Property,202 Hiranandani Estate Thane Mumbai,Hiranandani Thane,5 to 10 Year,Ready To Move,Carpet Area,700,17142,2,2,2,120,141176.4706
Hiranandani Gardens Lotus ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,850,30000,5,2,2,255,300000
Unnamed Property,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Built Up Area,817,11750,28,2,2,96,112941.1765
RNA NG Regency ,Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Built Up Area,580,9137,5,1,1,53,62352.94118
Orovia Phase 1 ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Built Up Area,666,11111,19,1,2,74,87058.82353
Tharwani Krupa ,Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,980,8137,2,2,2,79.8,93882.35294
Om Aditya Paraiso ,Shilphata Navi Mumbai Mumbai,Shilphata Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,995,6331,1,2,2,63,74117.64706
Unnamed Property,2003 Hiranandani Estate Thane Mumbai,Hiranandani Thane,5 to 10 Year,Ready To Move,Carpet Area,750,17333,20,2,2,130,152941.1765
Unnamed Property,Sector 14 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,1100,15454,2,2,2,170,200000
Unnamed Property,Nalasopara East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,650,5076,1,1,2,33,38823.52941
Shree Ostwal Point ,Mira Bhayandar Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,308,13311,1,1,1,41,48235.29412
Unnamed Property,2bhk With Large Balcony Flat Available For Sell Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1100,11363,6,2,2,125,147058.8235
Oberoi Splendor ,Oberoi Splendor Nr Oberoi International School Jvlr Andheri East Mumbai 400060 Jogeshwari East Mumbai,Jogeshwari Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1377,28867,23,3,2,398,468235.2941
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1140,5701,34,2,2,65,76470.58824
Unnamed Property,Virar East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,485,4948,0,1,2,26,30588.23529
Ayodhya Saffron Residency ,1001 Nehru Nagar Central Mumbai suburbs Mumbai,Central Mumbai,Under Construction,Under Construction,Carpet Area,461,26030,10,1,2,120,141176.4706
Unnamed Property,Matunga East South Mumbai Mumbai,Matunga Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1750,42914,8,4,5,751,883529.4118
Unnamed Property,Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,900,12777,2,2,2,115,135294.1176
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1850,9189,8,3,3,170,200000
JP North Celeste ,123 Vinay Nagar Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,756,8862,12,1,2,67,78823.52941
JP North Garden City ,123 Vinay Nagar Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,693,8946,22,1,2,62,72941.17647
Arkade Acropolis ,Virar West Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,630,4523,5,1,2,28.5,33529.41176
Raj Grandeur ,Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,3360,22321,23,4,3,750,882352.9412
Silicon Park ,0000 Jankalyan Nagar Mumbai,Malad Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1600,14068,1,3,3,185,217647.0588
Unique Aurum ,4th Poonam Gardens Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,980,9693,4,2,2,95,111764.7059
Unnamed Property,Flat No 2 Mahalaxmi South Mumbai Mumbai,South Mumbai,10+ Year,Ready To Move,Super Built Up Area,500,30833,1,1,1,129,151764.7059
Aashray Pearl ,Ambernath East Mumbai Beyond Thane Mumbai,Ambernath Mumbai,1 to 5 Year,Ready To Move,Built Up Area,600,3999,6,1,1,24,28235.29412
Hiranandani Rodas Enclave ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Carpet Area,727,23383,9,2,2,170,200000
Sunteck West World ,550 Naigaon East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,392,11479,5,1,2,45,52941.17647
Unnamed Property,Sector 19 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1500,10666,8,3,3,160,188235.2941
Unnamed Property,10mins Walking Distance From Seawoods Rly Stn Sector 44A Seawoods Navi Mumbai Mumbai,Seawoods Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1800,14444,7,3,3,260,305882.3529
Unnamed Property,Malad West Mumbai,Malad Mumbai,10+ Year,Ready To Move,Carpet Area,430,20930,3,1,2,90,105882.3529
Shree Gokul dham ,Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1005,9850,2,2,2,99,116470.5882
Siddhi Belleza ,Kutak Bandhan Navi Mumbai Mumbai,Bandhan Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1185,8354,1,2,2,99,116470.5882
Nisarg Hyde Park ,Sector 35G Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,670,9031,10,1,1,68,80000
Vikas Ritz ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,0 to 1 Year,Ready To Move,Carpet Area,775,11354,3,3,3,88,103529.4118
Royal Oasis ,Jankalyan Nagar Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Carpet Area,669,21225,13,2,2,142,167058.8235
Dynamic Triveni Garden ,Adharwadi Mumbai Beyond Thane Mumbai,Adharwadi Mumbai,1 to 5 Year,Ready To Move,Carpet Area,618,12135,7,2,2,75,88235.29412
Silicon Park ,Jankalyan Nagar Mumbai,Malad Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,700,11714,6,1,2,82,96470.58824
Hiranandani Castle Rock ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,777,41827,3,2,2,325,382352.9412
Unnamed Property,101 Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1240,32258,1,3,3,400,470588.2353
Sejal Suyash Pride ,Sector 5 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1120,7589,7,2,2,85,100000
Unnamed Property,Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,800,16125,5,2,2,129,151764.7059
Cosmos Angle ,GB Road Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,960,13854,6,3,3,133,156470.5882
Unnamed Property,Sector 30 Belapur Navi Mumbai Mumbai,Belapur Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1800,15000,14,3,3,270,317647.0588
Arkade Serene ,Sunder Nagar Mumbai,Sunder Nagar,0 to 1 Year,Ready To Move,Carpet Area,604,28311,11,2,2,171,201176.4706
Neptune Flying Kite ,Bhandup West Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1098,20582,19,3,3,226,265882.3529
Valencia Apartment ,403 Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Carpet Area,450,26111,4,1,2,118,138823.5294
Unnamed Property,Powai Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Carpet Area,600,25000,1,2,2,150,176470.5882
Anmol Sadan ,Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1500,7333,5,3,3,110,129411.7647
Satyam Majestic ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1550,8064,13,3,3,125,147058.8235
Unnamed Property,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1650,9090,3,3,3,150,176470.5882
Delta Tower ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1730,8959,6,3,3,155,182352.9412
Balaji Delta Tower 2 ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1350,8518,10,2,2,115,135294.1176
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1850,8918,3,3,3,165,194117.6471
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1350,8888,3,2,2,120,141176.4706
Sahil Siddhivinayak Solitaire ,Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1650,9090,9,3,3,150,176470.5882
Laxmina Aurum ,Ulwe Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1129,7440,8,2,2,84,98823.52941
Unnamed Property,Neral Mumbai Beyond Thane Mumbai,Neral Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,680,3267,1,1,2,22.2,26117.64706
Shyam Sunrise ,Near Bank Of Baroda Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,655,8396,1,1,1,55,64705.88235
Vardhman Bhoomi Jyot ,Near K K Cinema Kamothe Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1020,7352,2,2,2,75,88235.29412
Radiant Sapphire ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1140,8771,7,2,2,100,117647.0588
Anmol Sankalp ,Ulwe Sector 5 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1100,8454,12,2,2,93,109411.7647
Unnamed Property,Ulwe Sector 10B Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1200,8750,6,2,2,105,123529.4118
SM Vision ,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1650,10000,9,3,3,165,194117.6471
Gami Trixie ,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1150,9130,7,2,2,105,123529.4118
Sheth Vasant Oasis ,Makwana Road Marol Marol Mumbai,Marol Mumbai,0 to 1 Year,Ready To Move,Carpet Area,450,27625,5,1,1,135,158823.5294
Earth Aditya Heights ,Kharghar Sector 19 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1160,8879,13,2,2,103,121176.4706
Kesar Harmony ,Kharghar Sector 6 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1850,14594,6,3,3,270,317647.0588
DLH Mamta ,1405 DN Nagar Mumbai,Dn Nagar,0 to 1 Year,Ready To Move,Super Built Up Area,1100,23636,14,2,2,260,305882.3529
Kukreja Golf Scappe ,Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Carpet Area,734,34059,3,2,2,250,294117.6471
Lodha Fiorenza ,Goregaon East Mumbai,Goregaon Mumbai,1 to 5 Year,Ready To Move,Carpet Area,838,35799,42,2,2,300,352941.1765
Lodha Fiorenza ,Goregaon East Mumbai,Goregaon Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1100,33181,20,3,3,365,429411.7647
